Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
3563,Cliff richard,India,78,Male,Musician,Music,Arts,Arts
3564,Dalip singh,India,46,Male,Wrestler,Individual sport,Sports,Sports
3565,Engelbert humperdinck,Germany,67,Male,Composer,Music,Arts,Arts
3566,Fakhruddin ali ahmed,India,72,Male,Politician,Government,Institutions,Government
3567,Freida pinto,India,34,Female,Actor,Film and theatre,Arts,Arts
3568,George orwell,India,47,Male,Writer,Language,Humanities,Humanities
3569,Gerald durrell,India,70,Male,Social activist,Activism,Public figure,Public figure
3570,Girija prasad koirala,India,85,Male,Politician,Government,Institutions,Government
3571,Har gobind khorana,India,89,Male,Biologist,Natural sciences,Science & technology,Science & technology
3572,Hrithik roshan,India,44,Male,Actor,Film and theatre,Arts,Arts
3573,Indira gandhi,India,67,Female,Politician,Government,Institutions,Government
3574,Jahangir,India,58,Male,Politician,Government,Institutions,Government
3575,Jawaharlal nehru,India,75,Male,Politician,Government,Institutions,Government
3576,Jiddu krishnamurti,India,91,Male,Philosopher,Philosophy,Humanities,Humanities
3577,Juhi chawla,India,51,Female,Actor,Film and theatre,Arts,Arts
3578,Julie christie,India,77,Female,Actor,Film and theatre,Arts,Arts
3579,K. R. Narayanan,India,85,Male,Politician,Government,Institutions,Government
3580,Kabir,India,78,Male,Philosopher,Philosophy,Humanities,Humanities
3581,Kajol,India,44,Female,Actor,Film and theatre,Arts,Arts
3582,Kālidāsa,India,52,Male,Writer,Language,Humanities,Humanities
3583,Kalpana chawla,India,42,Female,Astronaut,Explorers,Exploration,Exploration
3584,Kareena kapoor,India,38,Female,Actor,Film and theatre,Arts,Arts
3585,Karun chandok,India,34,Male,Racecar driver,Individual sport,Sports,Sports
3586,Kim philby,India,76,Male,Military personnel,Military,Institutions,Army
3587,Kiran desai,India,47,Female,Writer,Language,Humanities,Humanities
3588,Kisan baburao hazare,India,81,Male,Social activist,Activism,Public figure,Public figure
3589,Lakshmi mittal,India,68,Male,Businessperson,Business,Business & law,Business & law
3590,Lal bahadur shastri,India,62,Male,Social activist,Activism,Public figure,Public figure
3591,Lara dutta,India,40,Female,Actor,Film and theatre,Arts,Arts
3592,Lata mangeshkar,India,89,Female,Singer,Music,Arts,Arts
3593,Lawrence durrell,India,78,Male,Writer,Language,Humanities,Humanities
3594,Leander paes,India,45,Male,Tennis player,Individual sport,Sports,Sports
3595,Liaquat ali khan,India,55,Male,Politician,Government,Institutions,Government
3596,Lindsay anderson,India,71,Male,Film director,Film and theatre,Arts,Arts
3597,M. Night shyamalan,India,48,Male,Film director,Film and theatre,Arts,Arts
3598,Madhuri dixit,India,51,Female,Actor,Film and theatre,Arts,Arts
3599,Maharishi mahesh yogi,India,90,Male,Religious figure,Religion,Institutions,Religion
3600,Mahatma gandhi,India,79,Male,Social activist,Activism,Public figure,Public figure
3601,Mahavira,India,72,Male,Religious figure,Religion,Institutions,Religion
3602,Mahesh bhupathi,India,44,Male,Tennis player,Individual sport,Sports,Sports
3603,Manmohan singh,India,86,Male,Politician,Government,Institutions,Government
3604,Mirza ghalib,India,72,Male,Writer,Language,Humanities,Humanities
3605,Mirza ghulam ahmad,India,73,Male,Religious figure,Religion,Institutions,Religion
3606,Morarji desai,India,99,Male,Politician,Government,Institutions,Government
3607,Muhammad zia-ul-haq,India,64,Male,Politician,Government,Institutions,Government
3608,Munshi premchand,India,56,Male,Writer,Language,Humanities,Humanities
3609,Nagarjuna,India,100,Male,Philosopher,Philosophy,Humanities,Humanities
3610,Narain karthikeyan,India,41,Male,Racecar driver,Individual sport,Sports,Sports
3611,P. V. Narasimha rao,India,83,Male,Politician,Government,Institutions,Government
3612,Paramahansa yogananda,India,59,Male,Philosopher,Philosophy,Humanities,Humanities
3613,Pervez musharraf,India,75,Male,Politician,Government,Institutions,Government
3614,Pete best,India,77,Male,Musician,Music,Arts,Arts
3615,Pranab mukherjee,India,83,Male,Politician,Government,Institutions,Government
3616,Pratibha patil,India,84,Female,Politician,Government,Institutions,Government
3617,Preity zinta,India,43,Female,Actor,Film and theatre,Arts,Arts
3618,Priyanka chopra,India,36,Female,Actor,Film and theatre,Arts,Arts
3619,R. Venkataraman,India,99,Male,Politician,Government,Institutions,Government
3620,Rabindranath tagore,India,80,Male,Writer,Language,Humanities,Humanities
3621,Rahul gandhi,India,48,Male,Politician,Government,Institutions,Government
3622,Rajendra prasad,India,79,Male,Politician,Government,Institutions,Government
3623,Rajiv gandhi,India,47,Male,Politician,Government,Institutions,Government
3624,Rajneesh,India,59,Male,Philosopher,Philosophy,Humanities,Humanities
3625,Ram narayan,India,91,Male,Musician,Music,Arts,Arts
3626,Ramakrishna,India,50,Male,Philosopher,Philosophy,Humanities,Humanities
3627,Ramana maharshi,India,71,Male,Philosopher,Philosophy,Humanities,Humanities
3628,Rani mukerji,India,40,Female,Actor,Film and theatre,Arts,Arts
3629,Ravi shankar,India,92,Male,Musician,Music,Arts,Arts
3630,Ronald ross,India,75,Male,Physician,Medicine,Science & technology,Science & technology
3631,Rudyard kipling,India,71,Male,Writer,Language,Humanities,Humanities
3632,Sachin tendulkar,India,45,Male,Cricketer,Team sports,Sports,Sports
3633,Saif ali khan,India,48,Male,Actor,Film and theatre,Arts,Arts
3634,Saina nehwal,India,28,Female,Athlete,Individual sport,Sports,Sports
3635,Salman khan,India,53,Male,Actor,Film and theatre,Arts,Arts
3636,Salman rushdie,India,71,Male,Writer,Language,Humanities,Humanities
3637,Samudragupta,India,40,Male,Politician,Government,Institutions,Government
3638,Sania mirza,India,32,Female,Tennis player,Individual sport,Sports,Sports
3639,Sanjay dutt,India,59,Male,Actor,Film and theatre,Arts,Arts
3640,Sardar vallabhbhai patel,India,75,Male,Politician,Government,Institutions,Government
3641,Sarvepalli radhakrishnan,India,87,Male,Politician,Government,Institutions,Government
3642,Sathya sai baba,India,85,Male,Producer,Business,Business & law,Business & law
3643,Satyajit ray,India,71,Male,Film director,Film and theatre,Arts,Arts
3644,Satyendra nath bose,India,80,Male,Physicist,Natural sciences,Science & technology,Science & technology
3645,Shahrukh khan,India,53,Male,Actor,Film and theatre,Arts,Arts
3646,Shilpa shetty,India,43,Female,Actor,Film and theatre,Arts,Arts
3647,Shivaji,India,53,Male,Politician,Government,Institutions,Government
3648,Sri aurobindo,India,78,Male,Philosopher,Philosophy,Humanities,Humanities
3649,Srinivasa ramanujan,India,33,Male,Mathematician,Math,Science & technology,Science & technology
3650,Subhash chandra bose,India,48,Male,Politician,Government,Institutions,Government
3652,Swami vivekananda,India,39,Male,Philosopher,Philosophy,Humanities,Humanities
3653,Tulsidas,India,112,Male,Writer,Language,Humanities,Humanities
3654,V. V. Giri,India,86,Male,Politician,Government,Institutions,Government
3655,Valmiki,India,71,Male,Writer,Language,Humanities,Humanities
3656,Vandana shiva,India,66,Female,Social activist,Activism,Public figure,Public figure
3657,Venki ramakrishnan,India,66,Male,Chemist,Natural sciences,Science & technology,Science & technology
3658,Viswanathan anand,India,49,Male,Chessmaster,Individual sport,Sports,Sports
3659,Vivien leigh,India,54,Female,Actor,Film and theatre,Arts,Arts
3660,William makepeace thackeray,India,52,Male,Writer,Language,Humanities,Humanities
3661,Zubin mehta,India,82,Male,Conductor,Music,Arts,Arts
3662,A. C. Bhaktivedanta swami prabhupada,India,81,Male,Religious figure,Religion,Institutions,Religion
3663,Aurangzeb,India,89,Male,Politician,Government,Institutions,Government
3664,Bahadur shah ii,India,87,Male,Politician,Government,Institutions,Government
3665,Bal gangadhar tilak,India,64,Male,Social activist,Activism,Public figure,Public figure
3666,Brahmagupta,India,67,Male,Mathematician,Math,Science & technology,Science & technology
3667,Lobsang sangay,India,50,Male,Politician,Government,Institutions,Government
3668,Mumtaz mahal,India,38,Female,Companion,Companions,Public figure,Public figure
3669,Nathuram godse,India,39,Male,Extremist,Outlaws,Public figure,Public figure
3670,Sher shah suri,India,59,Male,Politician,Government,Institutions,Government
3671,Syed ahmed khan,India,81,Male,Social activist,Activism,Public figure,Public figure
3672,Tipu sultan,India,49,Male,Politician,Government,Institutions,Government
3673,Vyasa,India,45,Male,Philosopher,Philosophy,Humanities,Humanities
3674,Zakir hussain,India,72,Male,Politician,Government,Institutions,Government
3675,Abdurrahman wahid,Indonesia,69,Male,Politician,Government,Institutions,Government
3676,Anggun,Indonesia,44,Female,Singer,Music,Arts,Arts
3677,Jusuf habibie,Indonesia,82,Male,Politician,Government,Institutions,Government
3678,Megawati sukarnoputri,Indonesia,71,Female,Politician,Government,Institutions,Government
3679,Suharto,Indonesia,87,Male,Politician,Government,Institutions,Government
3680,Sukarno,Indonesia,69,Male,Politician,Government,Institutions,Government
3681,Susilo bambang yudhoyono,Indonesia,69,Male,Politician,Government,Institutions,Government
3683,`abdu'l-bahá,Iran,77,Male,Religious figure,Religion,Institutions,Religion
3684,Abbas kiarostami,Iran,76,Male,Film director,Film and theatre,Arts,Arts
3685,Abdul qadir jelani,Iran,89,Male,Religious figure,Religion,Institutions,Religion
3686,Abolhassan banisadr,Iran,85,Male,Politician,Government,Institutions,Government
3687,Abu nuwas,Iran,58,Male,Writer,Language,Humanities,Humanities
3688,Abul wáfa,Iran,58,Male,Mathematician,Math,Science & technology,Science & technology
3689,Akbar hashemi rafsanjani,Iran,83,Male,Politician,Government,Institutions,Government
3690,Al-biruni,Iran,75,Male,Mathematician,Math,Science & technology,Science & technology
3691,Al-ghazali,Iran,53,Male,Philosopher,Philosophy,Humanities,Humanities
3692,Al-razi,Iran,78,Male,Physician,Medicine,Science & technology,Science & technology
3693,Ali daei,Iran,49,Male,Soccer player,Team sports,Sports,Sports
3694,Ali karimi,Iran,40,Male,Soccer player,Team sports,Sports,Sports
3695,Ali khamenei,Iran,79,Male,Politician,Government,Institutions,Government
3696,Anousheh ansari,Iran,52,Female,Engineer,Engineering,Science & technology,Science & technology
3697,Antiochus iii the great,Iran,54,Male,Politician,Government,Institutions,Government
3698,Arash,Iran,41,Male,Singer,Music,Arts,Arts
3699,Ardashir i,Iran,36,Male,Politician,Government,Institutions,Government
3700,Astyages,Iran,50,Male,Politician,Government,Institutions,Government
3701,Attar,Iran,75,Male,Writer,Language,Humanities,Humanities
3702,Báb,Iran,31,Male,Religious figure,Religion,Institutions,Religion
3703,Bahá'u'lláh,Iran,75,Male,Religious figure,Religion,Institutions,Religion
3704,Bahram chobin,Iran,41,Male,Politician,Government,Institutions,Government
3705,Cyaxares,Iran,40,Male,Politician,Government,Institutions,Government
3706,Cyrus the great,Iran,46,Male,Politician,Government,Institutions,Government
3707,Darius i of persia,Iran,63,Male,Politician,Government,Institutions,Government
3708,Darius ii of persia,Iran,71,Male,Politician,Government,Institutions,Government
3709,Darius iii of persia,Iran,50,Male,Politician,Government,Institutions,Government
3710,Doris lessing,Iran,94,Female,Writer,Language,Humanities,Humanities
3711,Esther,Iran,70,Female,Religious figure,Religion,Institutions,Religion
3712,Farah pahlavi,Iran,80,Female,Politician,Government,Institutions,Government
3713,Ferdowsi,Iran,80,Male,Writer,Language,Humanities,Humanities
3714,Geber,Iran,94,Male,Chemist,Natural sciences,Science & technology,Science & technology
3715,Grand ayatollah hossein-ali montazeri,Iran,87,Male,Politician,Government,Institutions,Government
3716,Hafez,Iran,75,Male,Writer,Language,Humanities,Humanities
3717,Harun al-rashid,Iran,46,Male,Politician,Government,Institutions,Government
3718,Hassan-i-sabah,Iran,90,Male,Religious figure,Religion,Institutions,Religion
3719,Ismail i,Iran,37,Male,Writer,Language,Humanities,Humanities
3720,Jafar panahi,Iran,58,Male,Film director,Film and theatre,Arts,Arts
3721,Khosrau i,Iran,78,Male,Politician,Government,Institutions,Government
3722,Mahmoud ahmadinejad,Iran,62,Male,Politician,Government,Institutions,Government
3723,Mansur al-hallaj,Iran,64,Male,Writer,Language,Humanities,Humanities
3724,Marjane satrapi,Iran,49,Female,Comic artist,Design,Arts,Arts
3725,Massoud barzani,Iran,72,Male,Politician,Government,Institutions,Government
3726,Mir-hossein mousavi,Iran,76,Male,Politician,Government,Institutions,Government
3727,Mohammad ali rajai,Iran,48,Male,Politician,Government,Institutions,Government
3728,Mohammad khatami,Iran,75,Male,Politician,Government,Institutions,Government
3729,Mohammad reza pahlavi,Iran,61,Male,Politician,Government,Institutions,Government
3730,Mohammed mossadegh,Iran,85,Male,Politician,Government,Institutions,Government
3731,Moshe katsav,Iran,73,Male,Politician,Government,Institutions,Government
3732,Muhammad ibn jarir al-tabari,Iran,85,Male,Historian,History,Humanities,Humanities
3733,Muhammad ibn musa al-khwarizmi,Iran,70,Male,Mathematician,Math,Science & technology,Science & technology
3734,Muslim ibn al-hajjaj,Iran,54,Male,Religious figure,Religion,Institutions,Religion
3735,Nader shah,Iran,59,Male,Politician,Government,Institutions,Government
3736,Naser al-din shah qajar,Iran,65,Male,Politician,Government,Institutions,Government
3737,Nasir al-din tusi,Iran,73,Male,Writer,Language,Humanities,Humanities
3738,Nizam al-mulk,Iran,74,Male,Politician,Government,Institutions,Government
3739,Omar khayyám,Iran,83,Male,Mathematician,Math,Science & technology,Science & technology
3740,Reza shah,Iran,66,Male,Politician,Government,Institutions,Government
3741,Ruhollah khomeini,Iran,87,Male,Religious figure,Religion,Institutions,Religion
3742,Saadi,Iran,107,Male,Writer,Language,Humanities,Humanities
3743,Shapur i,Iran,44,Male,Politician,Government,Institutions,Government
3744,Shapur ii,Iran,70,Male,Politician,Government,Institutions,Government
3745,Shirin ebadi,Iran,71,Female,Social activist,Activism,Public figure,Public figure
3746,Shohreh aghdashloo,Iran,66,Female,Actor,Film and theatre,Arts,Arts
3747,Tahmasp i,Iran,62,Male,Politician,Government,Institutions,Government
3748,Toğrül,Iran,73,Male,Companion,Companions,Public figure,Public figure
3749,Ulugh beg,Iran,55,Male,Astronomer,Natural sciences,Science & technology,Science & technology
3750,Xerxes i of persia,Iran,54,Male,Politician,Government,Institutions,Government
3751,Yazdgerd iii,Iran,61,Male,Politician,Government,Institutions,Government
3752,Abdul karim qassim,Iraq,49,Male,Politician,Government,Institutions,Government
3753,Ahmad ibn hanbal,Iraq,75,Male,Writer,Language,Humanities,Humanities
3754,Al-kindī,Iraq,72,Male,Philosopher,Philosophy,Humanities,Humanities
3755,Ali al-masudi,Iraq,60,Male,Writer,Language,Humanities,Humanities
3756,Enheduanna,Iraq,56,Female,Writer,Language,Humanities,Humanities
3757,Ezra,Iraq,40,Male,Religious figure,Religion,Institutions,Religion
3758,Faisal ii of iraq,Iraq,23,Male,Politician,Government,Institutions,Government
3759,Fuzûlî,Iraq,62,Male,Writer,Language,Humanities,Humanities
3760,Gilgamesh,Iraq,61,Male,Politician,Government,Institutions,Government
3761,Hammurabi,Iraq,46,Male,Politician,Government,Institutions,Government
3762,Ibn al-haitham,Iraq,75,Male,Physicist,Natural sciences,Science & technology,Science & technology
3763,Idris,Iraq,61,Male,Religious figure,Religion,Institutions,Religion
3764,Jalal talabani,Iraq,84,Male,Politician,Government,Institutions,Government
3765,Muhammad al-mahdi,Iraq,73,Male,Religious figure,Religion,Institutions,Religion
3766,Muntadhar al zaidi,Iraq,39,Male,Journalist,Language,Humanities,Humanities
